participant_id,Q159,walk_wave_1,cycle_wave_1,plan_wave_1,attach_wave_1,walk_wave_2,cycle_wave_2,plan_wave_2,attach_wave_2,walk_wave_3,cycle_wave_3,plan_wave_3,attach_wave_3,AI_or_Conventional,Traditional_Strengths,Traditional_Strengths_Other,Traditional_Limitations,Traditional_Limitations_Other,AI_Strengths.x,AI_Strengths_Other.x,AI_Limitations.x,AI_Limitations_Other.x,AI_Influence,Civic_Engagement_Change,Walking_Interest_Change,Cycling_Interest_Change,Place_Attachment_Change,QID148,QID149,QID150,QID151,QID152,Primary_Transportation,Walking_Frequency,Cycling_Frequency,Planning_Knowledge,AI_Experience,AI_Tool_Usage,Race_Ethnicity,Gender,Hometown,walk_diff_1,cycle_diff_1,plan_diff_1,attach_diff_1,walk_diff_2,cycle_diff_2,plan_diff_2,attach_diff_2,walk_diff_total,cycle_diff_total,plan_diff_total,attach_diff_total,experiment_1,experiment_2,location_1,location_2,genai_first,street_first,walk_ai,walk_conv,cycle_ai,cycle_conv,plan_ai,plan_conv,attach_ai,attach_conv,walk_street,walk_park,cycle_street,cycle_park,plan_street,plan_park,attach_street,attach_park,walk_total_genai_first,walk_total_conv_first,cycle_total_genai_first,cycle_total_conv_first,plan_total_genai_first,plan_total_conv_first,attach_total_genai_first,attach_total_conv_first,walk_total_street_first,walk_total_park_first,cycle_total_street_first,cycle_total_park_first,plan_total_street_first,plan_total_park_first,attach_total_street_first,attach_total_park_first,Walking_Frequency_num,Cycling_Frequency_num,Planning_Knowledge_num,AI_Experience_num,AI_Tool_Usage_num,AI_or_Conventional_num,AI_Influence_num,Civic_Engagement_Change_num,Walking_Interest_Change_num,Cycling_Interest_Change_num,Place_Attachment_Change_num,Trad_Strength_Speed,Trad_Strength_Accuracy,Trad_Strength_Ease,Trad_Strength_Creative_Freedom,Trad_Strength_Quality,Trad_Strength_Control,Trad_Strength_Other,Trad_Limitation_Time,Trad_Limitation_Artistic,Trad_Limitation_Perspective,Trad_Limitation_Appeal,Trad_Limitation_Changes,Trad_Limitation_Realistic,Trad_Limitation_Detail,Trad_Limitation_Other,AI_Strength_Speed,AI_Strength_Accuracy,AI_Strength_Ease,AI_Strength_Creative_Inspiration,AI_Strength_Quality,AI_Strength_Realistic,AI_Strength_Other,AI_Limitation_Control,AI_Limitation_Accuracy,AI_Limitation_Generic,AI_Limitation_Learning,AI_Limitation_Unexpected,AI_Limitation_Creative,AI_Limitation_Technical,AI_Limitation_Other,Engagement_Public_Meetings,Engagement_Online_Surveys,Engagement_Traditional_Workshops,Engagement_AI_Workshops,Engagement_Voting,Engagement_Social_Media,ResponseId
p11,Conventional + Park -> GenAI + Street,1,0,1,0,1,1,0,0,1,1,0,1,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Speed of creating visualizations,Creative freedom,Control over details",,"Limited by my artistic ability,Final result lacked visual appeal,Limited detail",,"Ease of use,Quality of final visualization,Ability to create realistic images",,"Difficulty controlling specific details,Limited creative freedom,Technical issues or limitations",,Somewhat expanded my thinking,Somewhat more interested than before,Somewhat more interested than before,No change in interest,Somewhat strengthened my connection,"Better control over image details,Faster generation time,More diverse design options",,"Lack of time,Inconvenient meeting times/locations,Complicated participation processes",,,Rideshare (Uber/Lyft),Daily,Never,Limited knowledge,Somewhat familiar (have used them occasionally),"No, never",Hispanic or Latino/a/x,Woman,Urban,0,1,-1,0,0,0,0,1,0,1,-1,1,Conventional + Park,GenAI + Street,Park,Street,FALSE,FALSE,0,0,0,1,0,-1,1,0,0,0,0,1,0,-1,1,0,,0,,1,,-1,,1,,0,,1,,-1,,1,4,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,p11
p12,Conventional + Street -> GenAI + Park,1,2,1,-1,1,2,0,-1,1,2,0,-1,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Ease of use,Creative freedom,Control over details",,"Time-consuming,Limited by my artistic ability,Final result lacked visual appeal",,"Ease of use,Quality of final visualization,Ability to create realistic images",,"Difficulty controlling specific details,Unexpected or unwanted elements in images,Limited creative freedom",,Somewhat expanded my thinking,Somewhat more interested than before,No change in interest,No change in interest,Somewhat strengthened my connection,"More accurate representation of specific ideas,More diverse design options,Integration with maps/real locations",,"Lack of time,Lack of knowledge about urban planning,Inconvenient meeting times/locations",,,Walking,Daily,Once a week,Limited knowledge,Somewhat familiar (have used them occasionally),"Yes, once or twice",Asian,Man,Urban,0,0,-1,0,0,0,0,0,0,0,-1,0,Conventional + Street,GenAI + Park,Street,Park,FALSE,TRUE,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,,0,,0,,-1,,0,0,,0,,-1,,0,,4,3,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,p12
p13,Conventional + Park -> GenAI + Street,1,0,2,2,1,1,2,2,2,2,1,2,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Speed of creating visualizations,Ease of use,Creative freedom",,"Limited by my artistic ability,Difficulty showing perspective/scale,Limited detail",,"Speed of creating visualizations,Accuracy in representing my ideas,Quality of final visualization",,"Difficulty controlling specific details,Learning curve for effective prompting,Technical issues or limitations",,Significantly expanded my thinking,Much more interested than before,Much more interested than before,Somewhat more interested than before,Somewhat strengthened my connection,"Better control over image details,Faster generation time,Integration with maps/real locations",,"Lack of time,Lack of knowledge about urban planning,Inconvenient meeting times/locations",,,Walking,Daily,Never,Limited knowledge,Somewhat familiar (have used them occasionally),"Yes, once or twice",Hispanic or Latino/a/x,Woman,Urban,0,1,0,0,1,1,-1,0,1,2,-1,0,Conventional + Park,GenAI + Street,Park,Street,FALSE,FALSE,1,0,1,1,-1,0,0,0,1,0,1,1,-1,0,0,0,,1,,2,,-1,,0,,1,,2,,-1,,0,4,0,1,1,1,1,2,2,2,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,p13
p14,GenAI + Park -> Conventional + Street,1,0,1,2,2,1,2,2,2,2,2,2,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Accuracy in representing my ideas,Ease of use,Creative freedom",,"Difficulty showing perspective/scale,Final result lacked visual appeal,Limited detail",,"Speed of creating visualizations,Accuracy in representing my ideas,Quality of final visualization",,"Difficulty controlling specific details,Learning curve for effective prompting,Unexpected or unwanted elements in images",,Significantly expanded my thinking,Much more interested than before,Much more interested than before,Much more interested than before,Significantly strengthened my connection,"Better control over image details,Integration with maps/real locations",,"Lack of time,Skepticism that my input will matter,Complicated participation processes",,,Personal car,Daily,Never,Limited knowledge,Somewhat familiar (have used them occasionally),"Yes, once or twice",Hispanic or Latino/a/x,Woman,Suburban,1,1,1,0,0,1,0,0,1,2,1,0,GenAI + Park,Conventional + Street,Park,Street,TRUE,FALSE,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,,2,,1,,0,,,1,,2,,1,,0,4,0,1,1,1,1,2,2,2,2,2,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,p14
p15,GenAI + Park -> Conventional + Street,1,1,1,1,1,1,1,0,2,2,2,2,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Ease of use,Creative freedom,Control over details",,"Limited by my artistic ability,Not realistic enough,Limited detail",,"Speed of creating visualizations,Accuracy in representing my ideas,Ability to create realistic images",,"Difficulty controlling specific details,Unexpected or unwanted elements in images,Limited creative freedom",,Somewhat expanded my thinking,Somewhat more interested than before,Somewhat more interested than before,Somewhat more interested than before,Somewhat strengthened my connection,"More accurate representation of specific ideas,Faster generation time,Integration with maps/real locations",,"Inconvenient meeting times/locations,Complicated participation processes",,,Personal car,Several times a week,Never,Good knowledge,Very familiar (use them regularly),"No, never",Another race or ethnicity not listed,Woman,Suburban,0,0,0,-1,1,1,1,2,1,1,1,1,GenAI + Park,Conventional + Street,Park,Street,TRUE,FALSE,0,1,0,1,0,1,-1,2,1,0,1,0,1,0,2,-1,1,,1,,1,,1,,,1,,1,,1,,1,3,0,3,2,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,p15
p16,GenAI + Park -> Conventional + Street,1,0,0,1,1,0,0,1,1,1,0,1,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Speed of creating visualizations,Ease of use,Control over details",,"Time-consuming,Limited by my artistic ability,Difficulty showing perspective/scale",,"Ease of use,Creative inspiration,Quality of final visualization",,"Difficulty controlling specific details,Unexpected or unwanted elements in images,Technical issues or limitations",,Somewhat expanded my thinking,Somewhat more interested than before,Somewhat more interested than before,No change in interest,Somewhat strengthened my connection,"More diverse design options,Integration with maps/real locations",,"Lack of time,Lack of knowledge about urban planning,Complicated participation processes",,,Personal car,Daily,Less than once a month,Limited knowledge,Somewhat familiar (have used them occasionally),"No, never",White,Woman,Suburban,0,0,0,0,0,1,0,0,0,1,0,0,GenAI + Park,Conventional + Street,Park,Street,TRUE,FALSE,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,,0,,0,,,0,,1,,0,,0,4,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,p16
p17,GenAI + Park -> Conventional + Street,1,1,0,2,0,0,1,2,2,2,1,2,"Mostly traditional drawing, but AI was somewhat helpful","Speed of creating visualizations,Accuracy in representing my ideas,Control over details",,"Limited by my artistic ability,Difficulty showing perspective/scale,Final result lacked visual appeal",,"Ease of use,Creative inspiration,Quality of final visualization",,"Difficulty controlling specific details,Results were too generic,Technical issues or limitations",,Somewhat expanded my thinking,Somewhat more interested than before,No change in interest,No change in interest,No change in my connection,"More accurate representation of specific ideas,Faster generation time,More diverse design options",,"Lack of knowledge about urban planning,Inconvenient meeting times/locations,Complicated participation processes",,,Personal car,Several times a week,Less than once a month,Limited knowledge,Somewhat familiar (have used them occasionally),"No, never",White,Woman,Suburban,-1,-1,1,0,2,2,0,0,1,1,1,0,GenAI + Park,Conventional + Street,Park,Street,TRUE,FALSE,-1,2,-1,2,1,0,0,0,2,-1,2,-1,0,1,0,0,1,,1,,1,,0,,,1,,1,,1,,0,3,1,1,1,0,-1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,p17
p18,Conventional + Park -> GenAI + Street,2,1,0,1,2,2,1,1,2,2,0,1,"Mostly traditional drawing, but AI was somewhat helpful","Speed of creating visualizations,Accuracy in representing my ideas,Control over details",,"Limited by my artistic ability,Difficulty showing perspective/scale,Not realistic enough",,"Creative inspiration,Quality of final visualization,Ability to create realistic images",,"Difficulty controlling specific details,Did not accurately represent my ideas,Unexpected or unwanted elements in images",,Somewhat expanded my thinking,Somewhat more interested than before,Somewhat more interested than before,No change in interest,Somewhat strengthened my connection,"More accurate representation of specific ideas,Better control over image details,More diverse design options,Integration with maps/real locations",,"Lack of knowledge about urban planning,Skepticism that my input will matter,Complicated participation processes",,,Walking,Daily,Never,Limited knowledge,Somewhat familiar (have used them occasionally),"Yes, once or twice",Hispanic or Latino/a/x,Woman,Urban,0,1,1,0,0,0,-1,0,0,1,0,0,Conventional + Park,GenAI + Street,Park,Street,FALSE,FALSE,0,0,0,1,-1,1,0,0,0,0,0,1,-1,1,0,0,,0,,1,,0,,0,,0,,1,,0,,0,4,0,1,1,1,-1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,p18
p19,GenAI + Park -> Conventional + Street,0,0,-1,1,0,1,0,2,1,1,-1,2,Traditional drawing method only,"Speed of creating visualizations,Ease of use,Creative freedom",,"Limited by my artistic ability,Difficulty showing perspective/scale,Hard to make changes/iterations",,"Speed of creating visualizations,Ease of use,Quality of final visualization",,"Difficulty controlling specific details,Learning curve for effective prompting,Limited creative freedom",,Somewhat expanded my thinking,No change in interest,Somewhat more interested than before,No change in interest,No change in my connection,"Faster generation time,More diverse design options",,"Lack of time,Lack of knowledge about urban planning,Lack of interest in the topics",,,Walking,Daily,Never,Moderate knowledge,Somewhat familiar (have used them occasionally),"No, never",White,Woman,Suburban,0,1,1,1,1,0,-1,0,1,1,0,1,GenAI + Park,Conventional + Street,Park,Street,TRUE,FALSE,0,1,1,0,1,-1,1,0,1,0,0,1,-1,1,0,1,1,,1,,0,,1,,,1,,1,,0,,1,4,0,2,1,0,-2,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,p19
p20,GenAI + Street -> Conventional + Park,1,0,0,0,2,0,2,0,1,1,0,0,Both methods equally,"Speed of creating visualizations,Ease of use,Control over details",,"Time-consuming,Limited by my artistic ability,Limited detail",,"Ease of use,Quality of final visualization,Ability to create realistic images",,"Difficulty controlling specific details,Unexpected or unwanted elements in images,Technical issues or limitations",,Somewhat expanded my thinking,Somewhat more interested than before,No change in interest,No change in interest,Somewhat strengthened my connection,"Integration with maps/real locations,Better instructions/tutorials",,Lack of interest in the topics,,,Walking,Daily,Never,Limited knowledge,Somewhat familiar (have used them occasionally),"No, never",Hispanic or Latino/a/x,Woman,Rural,1,0,2,0,-1,1,-2,0,0,1,0,0,GenAI + Street,Conventional + Park,Street,Park,TRUE,TRUE,1,-1,0,1,2,-2,0,0,1,-1,0,1,2,-2,0,0,0,,1,,0,,0,,0,,1,,0,,0,,4,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,p20
p21,Conventional + Street -> GenAI + Park,1,1,1,1,1,1,1,1,1,1,1,1,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Ease of use,Creative freedom,Control over details",,"Time-consuming,Limited by my artistic ability,Limited detail",,"Speed of creating visualizations,Accuracy in representing my ideas,Ease of use",,"Difficulty controlling specific details,Unexpected or unwanted elements in images,Technical issues or limitations",,Had no impact on my thinking,Somewhat more interested than before,Somewhat more interested than before,Somewhat more interested than before,Somewhat strengthened my connection,"Easier interface,Faster generation time,More diverse design options,Integration with maps/real locations",,"Lack of time,Lack of knowledge about urban planning,Inconvenient meeting times/locations",,,Walking,Daily,Never,No knowledge,Very familiar (use them regularly),"No, never",Asian,Woman,Suburban,0,0,0,0,0,0,0,0,0,0,0,0,Conventional + Street,GenAI + Park,Street,Park,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,,0,,0,,0,,4,0,0,2,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,p21
p22,GenAI + Street -> Conventional + Park,1,1,1,1,1,1,2,1,2,1,1,1,Both methods equally,"Accuracy in representing my ideas,Creative freedom,Control over details",,"Limited by my artistic ability,Difficulty showing perspective/scale,Final result lacked visual appeal",,"Ease of use,Quality of final visualization,Ability to create realistic images",,"Difficulty controlling specific details,Did not accurately represent my ideas,Results were too generic",,Somewhat expanded my thinking,Somewhat more interested than before,Somewhat more interested than before,Somewhat more interested than before,Significantly strengthened my connection,"More accurate representation of specific ideas,Better control over image details,Integration with maps/real locations",,"Lack of time,Lack of knowledge about urban planning,Inconvenient meeting times/locations",,,Walking,Daily,Never,Limited knowledge,Somewhat familiar (have used them occasionally),"No, never",Hispanic or Latino/a/x,Man,Rural,0,0,1,0,1,0,-1,0,1,0,0,0,GenAI + Street,Conventional + Park,Street,Park,TRUE,TRUE,0,1,0,0,1,-1,0,0,0,1,0,0,1,-1,0,0,1,,0,,0,,0,,1,,0,,0,,0,,4,0,1,1,0,0,1,1,1,1,2,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,p22
p23,GenAI + Park -> Conventional + Street,1,1,1,2,1,-1,1,2,1,1,0,2,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Ease of use,Creative freedom,Control over details",,"Limited by my artistic ability,Final result lacked visual appeal,Not realistic enough",,"Ease of use,Quality of final visualization,Ability to create realistic images",,"Difficulty controlling specific details,Unexpected or unwanted elements in images,Limited creative freedom",,Significantly expanded my thinking,Somewhat more interested than before,No change in interest,No change in interest,Somewhat strengthened my connection,"More accurate representation of specific ideas,Better control over image details,Integration with maps/real locations",,"Lack of time,Lack of knowledge about urban planning,Skepticism that my input will matter",,,Personal car,Daily,Never,Limited knowledge,Somewhat familiar (have used them occasionally),"No, never",White,Woman,Suburban,0,-2,0,0,0,2,-1,0,0,0,-1,0,GenAI + Park,Conventional + Street,Park,Street,TRUE,FALSE,0,0,-2,2,0,-1,0,0,0,0,2,-2,-1,0,0,0,0,,0,,-1,,0,,,0,,0,,-1,,0,4,0,1,1,0,1,2,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,p23
p24,GenAI + Street -> Conventional + Park,1,0,1,0,1,1,2,2,2,0,1,2,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Accuracy in representing my ideas,Creative freedom,Control over details",,"Limited by my artistic ability,Difficulty showing perspective/scale,Final result lacked visual appeal",,"Accuracy in representing my ideas,Creative inspiration,Quality of final visualization",,"Difficulty controlling specific details,Learning curve for effective prompting,Unexpected or unwanted elements in images",,Somewhat expanded my thinking,Much more interested than before,Somewhat more interested than before,Somewhat more interested than before,Somewhat strengthened my connection,"More accurate representation of specific ideas,Better control over image details,More diverse design options",,"Lack of time,Inconvenient meeting times/locations,Lack of interest in the topics",,,Personal car,Daily,Never,No knowledge,Somewhat familiar (have used them occasionally),"No, never",Asian,Woman,Suburban,0,1,1,2,1,-1,-1,0,1,0,0,2,GenAI + Street,Conventional + Park,Street,Park,TRUE,TRUE,0,1,1,-1,1,-1,2,0,0,1,1,-1,1,-1,2,0,1,,0,,0,,2,,1,,0,,0,,2,,4,0,0,1,0,1,1,2,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,p24
p25,GenAI + Street -> Conventional + Park,2,2,1,-1,1,1,1,-1,0,0,0,-1,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Accuracy in representing my ideas,Creative freedom,Control over details",,"Time-consuming,Limited by my artistic ability,Difficulty showing perspective/scale",,"Speed of creating visualizations,Ease of use,Quality of final visualization",,"Difficulty controlling specific details,Unexpected or unwanted elements in images,Limited creative freedom",,Somewhat expanded my thinking,Somewhat more interested than before,Somewhat more interested than before,No change in interest,No change in my connection,"Easier interface,More accurate representation of specific ideas,More diverse design options,Integration with maps/real locations",,"Lack of time,Lack of knowledge about urban planning,Lack of interest in the topics",,,Walking,Daily,Never,Limited knowledge,Somewhat familiar (have used them occasionally),"Yes, occasionally",Black or African American,Woman,Suburban,-1,-1,0,0,-1,-1,-1,0,-2,-2,-1,0,GenAI + Street,Conventional + Park,Street,Park,TRUE,TRUE,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,0,-1,0,0,-2,,-2,,-1,,0,,-2,,-2,,-1,,0,,4,0,1,1,2,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,p25
p26,GenAI + Street -> Conventional + Park,2,2,1,1,0,0,1,1,1,1,1,1,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Creative freedom,Control over details,Other (please specify)",,"Difficulty showing perspective/scale,Final result lacked visual appeal,Not realistic enough",,"Creative inspiration,Quality of final visualization,Other (please specify)",,"Did not accurately represent my ideas,Unexpected or unwanted elements in images,Technical issues or limitations",,Somewhat expanded my thinking,Much more interested than before,Somewhat more interested than before,Somewhat more interested than before,Somewhat strengthened my connection,"More accurate representation of specific ideas,Better control over image details,Integration with maps/real locations",,"Lack of knowledge about urban planning,Skepticism that my input will matter,Other (please specify)",,,Walking,Daily,Never,Limited knowledge,Very familiar (use them regularly),"Yes, once or twice",Asian,Woman,Suburban,-2,-2,0,0,1,1,0,0,-1,-1,0,0,GenAI + Street,Conventional + Park,Street,Park,TRUE,TRUE,-2,1,-2,1,0,0,0,0,-2,1,-2,1,0,0,0,0,-1,,-1,,0,,0,,-1,,-1,,0,,0,,4,0,1,2,1,1,1,2,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,p26
p27,GenAI + Street -> Conventional + Park,0,0,1,0,1,0,1,1,1,1,1,0,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Ease of use,Creative freedom,Control over details",,"Limited by my artistic ability,Difficulty showing perspective/scale,Final result lacked visual appeal",,"Speed of creating visualizations,Ease of use,Quality of final visualization",,"Difficulty controlling specific details,Did not accurately represent my ideas,Unexpected or unwanted elements in images",,Somewhat expanded my thinking,Somewhat more interested than before,No change in interest,No change in interest,No change in my connection,More accurate representation of specific ideas,,"Lack of knowledge about urban planning,Inconvenient meeting times/locations,Lack of interest in the topics",,,Walking,Daily,Never,Good knowledge,Somewhat familiar (have used them occasionally),"Yes, occasionally",Black or African American,Woman,Urban,1,0,0,1,0,1,0,-1,1,1,0,0,GenAI + Street,Conventional + Park,Street,Park,TRUE,TRUE,1,0,0,1,0,0,1,-1,1,0,0,1,0,0,1,-1,1,,1,,0,,0,,1,,1,,0,,0,,4,0,3,1,2,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,p27
p28,Conventional + Park -> GenAI + Street,1,1,0,1,1,1,1,1,2,2,1,1,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Speed of creating visualizations,Creative freedom,Control over details",,"Difficulty showing perspective/scale,Limited detail,Other (please specify)",,"Creative inspiration,Quality of final visualization,Ability to create realistic images",,"Difficulty controlling specific details,Learning curve for effective prompting,Limited creative freedom",,Somewhat expanded my thinking,Somewhat more interested than before,Somewhat more interested than before,Somewhat more interested than before,Somewhat strengthened my connection,"Better control over image details,More diverse design options",,"Lack of time,Lack of knowledge about urban planning",,,Walking,Daily,Never,Limited knowledge,Very familiar (use them regularly),"Yes, once or twice",Another race or ethnicity not listed,Woman,Suburban,0,0,1,0,1,1,0,0,1,1,1,0,Conventional + Park,GenAI + Street,Park,Street,FALSE,FALSE,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,,1,,1,,1,,0,,1,,1,,1,,0,4,0,1,2,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,p28
p29,GenAI + Park -> Conventional + Street,1,1,1,0,2,2,1,0,1,1,1,1,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Speed of creating visualizations,Ease of use,Creative freedom",,"Time-consuming,Limited by my artistic ability,Hard to make changes/iterations",,"Ease of use,Quality of final visualization,Ability to create realistic images",,"Difficulty controlling specific details,Unexpected or unwanted elements in images,Technical issues or limitations",,Somewhat expanded my thinking,Somewhat more interested than before,Somewhat more interested than before,Somewhat more interested than before,Somewhat strengthened my connection,"Easier interface,More accurate representation of specific ideas,Faster generation time",,"Lack of time,Lack of knowledge about urban planning,Skepticism that my input will matter",,,Walking,Daily,Never,Limited knowledge,Very familiar (use them regularly),"Yes, occasionally",Asian,Man,Suburban,1,1,0,0,-1,-1,0,1,0,0,0,1,GenAI + Park,Conventional + Street,Park,Street,TRUE,FALSE,1,-1,1,-1,0,0,0,1,-1,1,-1,1,0,0,1,0,0,,0,,0,,1,,,0,,0,,0,,1,4,0,1,2,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,p29
p30,GenAI + Park -> Conventional + Street,1,1,2,1,2,2,2,1,2,2,2,1,Both methods equally,"Accuracy in representing my ideas,Quality of final visualization,Control over details",,"Time-consuming,Difficulty showing perspective/scale,Hard to make changes/iterations",,"Speed of creating visualizations,Ease of use,Ability to create realistic images",,"Difficulty controlling specific details,Did not accurately represent my ideas,Technical issues or limitations",,Somewhat expanded my thinking,Much more interested than before,Much more interested than before,Much more interested than before,Significantly strengthened my connection,"Better control over image details,Faster generation time,More diverse design options,Integration with maps/real locations",,"Skepticism that my input will matter,Inconvenient meeting times/locations,Complicated participation processes",,,Walking,Daily,Several times a week,Moderate knowledge,Somewhat familiar (have used them occasionally),"Yes, once or twice",Asian,Man,Urban,1,1,0,0,0,0,0,0,1,1,0,0,GenAI + Park,Conventional + Street,Park,Street,TRUE,FALSE,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,,1,,0,,0,,,1,,1,,0,,0,4,4,2,1,1,0,1,2,2,2,2,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,p30
p31,GenAI + Street -> Conventional + Park,0,1,0,1,-1,1,0,1,1,1,-1,1,Both methods equally,"Accuracy in representing my ideas,Ease of use,Control over details",,"Limited by my artistic ability,Final result lacked visual appeal,Limited detail",,"Ease of use,Quality of final visualization,Ability to create realistic images",,"Difficulty controlling specific details,Unexpected or unwanted elements in images,Limited creative freedom",,Somewhat expanded my thinking,No change in interest,No change in interest,Somewhat more interested than before,No change in my connection,"More accurate representation of specific ideas,Better control over image details,Integration with maps/real locations",,"Lack of time,Lack of knowledge about urban planning,Inconvenient meeting times/locations",,,Cycling/scootering,Daily,Several times a week,No knowledge,Somewhat familiar (have used them occasionally),"No, never",White,Man,Suburban,-1,0,0,0,2,0,-1,0,1,0,-1,0,GenAI + Street,Conventional + Park,Street,Park,TRUE,TRUE,-1,2,0,0,0,-1,0,0,-1,2,0,0,0,-1,0,0,1,,0,,-1,,0,,1,,0,,-1,,0,,4,4,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,p31
